회사명,보험명,약관구분,조항,내용
○
○
2. 손해배상청구서
○
○
3. 손해액을 증명하는 서류
○
○
4. 그 밖에 보험회사가 꼭 필요하여 요청하는
서류 또는 증거
(수리개시전 자동차점검·정비견적서, 사진
등. 이 경우 수리개시전 자동차점검·정비
견적서의 발급 등에 관한 사항은 보험회사에
구두 또는 서면으로 위임할 수 있으며,
보험회사는 수리개시전 자동차점검·정비
견적서를 발급한 자동차정비업자에게 이에
대한 검토의견서를 수리개시 전에 회신하게
됩니다.)
○
○
개인용애니카자동차보험  73
* 비고
용어의 정의                보상하는 내용          보험금, 손해배상 청구                일반사항
없이 지급할 가지급액을 정하고 그 정하여진 날부터 7일 이내에 지
급합니다.
③ 보험회사가 정당한 사유 없이 가지급액을 정하는 것을 지연하거나
제2항에 정한 지급기일 내에 가지급금을 지급하지 않았을 때에는,
지급할 가지급금이 있는 경우 그 다음날부터 지급일까지의 기간에
대하여 보험개발원이 공시한 보험계약대출이율에 따라 연단위 복리
로 계산한 금액을 가지급금에 더하여 드립니다.
④ 보험회사가 가지급금 청구에 관한 서류를 받은 때부터 10일 이내에
손해배상청구권자에게 가지급금을 지급하는 것을 거절하는 이유 또
는 그 지급을 연기하는 이유(추가 조사가 필요한 때에는 확인이 필
요한 사항과 확인이 종료되는 시기를 포함)를 서면(전자우편 등 서
면에 갈음할 수 있는 통신수단을 포함)으로 통지하지 않는 경우, 정
당한 사유 없이 가지급액을 정하는 것을 지연한 것으로 봅니다.
⑤ 보험회사는 「자동차손해배상보장법」 등 관련 법령상 피보험자의
손해배상책임이 발생하지 않거나 이 약관상 보험회사의 보험금지급
책임이 발생하지 않는 것이 객관적으로 명백할 경우에는 가지급금
을 지급하지 아니할 수 있습니다.
⑥ 손해배상청구권자에게 지급한 가지급금은 장래 지급될 손해배상
액에서 공제되나, 최종적인 손해배상액의 결정에는 영향을 미치지
않습니다.
⑦ 손해배상청구권자가 가지급금을 청구할 때는 손해배상을 청구하
는 경우와 동일하게 제31조(제출 서류)에 정한 서류 등을 보험회사
에 제출하여야 합니다."
삼성화재,개인용자동차보험약관,보통약관,보통약관>제3편(보험금 또는 손해배상의 청구)>제3장(보험금의 분담 등)>제33조(보험금의 분담),"「대인배상Ⅰ·Ⅱ」, 「대물배상」, 「무보험자동차에 의한 상해」, 「자기
신체사고」, 「자기차량손해」에서는 다음과 같이 보험금을 분담합니다.
1. 이 보험계약과 보상책임의 전부 또는 일부가 중복되는 다른 보
험계약(공제계약을 포함)이 있는 경우: 다른 보험계약이 없는 것
으로 가정하여 각각의 보험회사에 가입된 자동차 보험계약에 의
해 산출한 보상책임액의 합계액이 손해액보다 많을 때에는 다음
의 산식에 따라 산출한 보험금을 지급합니다.
2. 이 보험계약의 「대인배상Ⅰ」, 「대인배상Ⅱ」, 「대물배상」에서 동
일한 사고로 인하여 이 보험계약에서 배상책임이 있는 피보험자
가 둘 이상 있는 경우에는 제10조(지급보험금의 계산)에 의한 보
상한도와 범위에 따른 보험금을 각 피보험자의 배상책임의 비
율에 따라 분담하여 지급합니다.
3. 제1호 또는 제2호의 규정에도 불구하고 자동차취급업자가 가입
한 보험계약에서 보험금이 지급될 수 있는 경우에는 그 보험금
을 초과하는 손해를 보상합니다.
비례보상(예시)
피해차량 손해액 : 100
만원, 계약A : 보험가입
금액 100만원, 계약B :
보험가입금액 50만원
- 각 계약별 보상책임액
A : 100만원, B : 50만원
- 사고로 계약 A, B가
부담할 전체 손해액 :
100만원
- 계약 A, B의 부담금액
A : 100만원×100만원/
(100만원+50만원)
= 666,670원
B : 100만원×50만원/
(100만원+50만원)
= 333,330원
피보험자가 둘 이상 있
는 경우(예시)
A차량(과실비율 20%)
과 B 차 량 ( 과 실 비 율
80%)의 과실로 C차량
에 100만원의 손해가 발
생한 경우
A차량 손해배상금 : 100
만원 × 20% = 20만원
B차량 손해배상금 : 100
만원 × 80% = 80만원
제3자에 대한 피보험자
의 권리란 제3자의 행위
로 인해 피보험자에게 손
해가 발생한 경우에피보
험자가 해당 제3자에게
가지는 손해배상청구권
등의 권리를 말합니다.
자기신체사고는
상해보험적 성격을 띄고
있으므로 보험자대위를
인정하지 않습니다.
곤궁, 경솔 또는 무경험
이란
경제적 어려움, 보험지식
및 정보 또는 손해배상에
대한 경험 등이 부족한
상태를 말합니다.
* 비고"
삼성화재,개인용자동차보험약관,보통약관,보통약관>제3편(보험금 또는 손해배상의 청구)>제3장(보험금의 분담 등)>제34조(보험회사의 대위),"① 보험회사가 피보험자 또는 손해배상청구권자에게 보험금 또는 손
해배상금을 지급한 경우에는 지급한 보험금 또는 손해배상금의 범
위에서 제3자에 대한 피보험자의 권리를 취득합니다. 다만, 보험회
사가 보상한 금액이 피보험자의 손해의 일부를 보상한 경우에는 피
보험자의 권리를 침해하지 않는 범위에서 그 권리를 취득합니다.
② 보험회사는 다음의 권리는 취득하지 않습니다.
1. 「자기신체사고」의 경우 제3자에 대한 피보험자의 권리. 다만, 보
험금을 ‘별표 1. 대인배상, 무보험자동차에 의한 상해 지급기준’
에 의해 지급할 때는 피보험자의 권리를 취득합니다.
2. 「자기차량손해」의 경우 피보험자동차를 정당한 권리에 따라 사
용하거나 관리하던 자에 대한 피보험자의 권리. 다만, 다음의 경
우에는 피보험자의 권리를 취득합니다.
가. 고의로 사고를 낸 경우, 무면허운전이나 음주운전을 하던
중에 사고를 낸 경우, 또는 마약 또는 약물 등의 영향으로 정
상적인 운전을 하지 못할 우려가 있는 상태에서 운전을 하
던 중에 사고를 낸 경우
나. 자동차 취급업자가 업무로 위탁받은 피보험자동차를 사용
하거나 관리하는 동안에 사고를 낸 경우
3. 피보험자가 생계를 같이하는 가족에 대하여 갖는 권리. 다만, 손
해가 그 가족의 고의로 인하여 발생한 경우에는 피보험자의 권
리를 취득합니다.
③ 피보험자는 보험회사가 제1항 또는 제2항에 따라 취득한 권리의 행
사 및 보전에 관하여 필요한 조치를 취하여야 하며, 또한 보험회사가
요구하는 자료를 제출하여야 합니다."
삼성화재,개인용자동차보험약관,보통약관,보통약관>제3편(보험금 또는 손해배상의 청구)>제3장(보험금의 분담 등)>제35조(보험회사의 불성실행위로 인한 손해배상책임),"① 보험회사는 이 보험계약과 관련하여 임직원, 보험설계사, 보험대리
점의 책임 있는 사유로 인하여 보험계약자 및 피보험자에게 발생
된 손해에 대하여 관계 법률 등에서 정한 바에 따라 손해배상 책임
을 집니다.
② 보험회사가 보험금의 지급여부나 지급금액에 관하여 보험계약자 또
는 피보험자의 곤궁, 경솔 또는 무경험을 이용하여 현저하게 공정을
잃은 합의를 한 경우에도 손해를 배상할 책임을 집니다."
삼성화재,개인용자동차보험약관,보통약관,보통약관>제3편(보험금 또는 손해배상의 청구)>제3장(보험금의 분담 등)>제36조(합의 등의 협조·대행),"① 보험회사는 피보험자의 협조 요청이 있는 경우 피보험자의 법률상
손해배상책임을 확정하기 위하여 피보험자가 손해배상청구권자와
행하는 합의·절충·중재 또는 소송(확인의 소를 포함)에 대하여 협조
하거나, 피보험자를 위하여 이러한 절차를 대행합니다.
② 보험회사는 피보험자에 대하여 보상책임을 지는 한도(동일한 사
고로 이미 지급한 보험금이나 가지급금이 있는 경우에는 그 금액
을 공제한 금액. 이하 같음) 내에서 제1항의 절차에 협조하거나 대
행합니다.
③ 보험회사가 제1항의 절차에 협조하거나 대행하는 경우에는 피보험
자는 보험회사의 요청에 따라 협력해야 합니다. 피보험자가 정당한
이유 없이 협력하지 않는 경우 그로 인하여 늘어난 손해에 대하여는
보상하지 않습니다.
개인용애니카자동차보험  75
* 비고
용어의 정의                보상하는 내용          보험금, 손해배상 청구                일반사항
④ 보험회사는 다음의 경우에는 제1항의 절차를 대행하지 않습니다.
1. 피보험자가 손해배상청구권자에 대하여 부담하는 법률상의 손
해배상책임액이 보험증권에 기재된 보험가입금액을 명백하게
초과하는 때
2. 피보험자가 정당한 이유 없이 협력하지 않는 때"
삼성화재,개인용자동차보험약관,보통약관,보통약관>제3편(보험금 또는 손해배상의 청구)>제3장(보험금의 분담 등)>제37조(공탁금의 대출),"보험회사가 제36조(합의 등의 협조·대행) 제1항의 절차를 대행하는 경
우에는, 피보험자에 대하여 보상책임을 지는 한도에서 가압류나 가집
행을 면하기 위한 공탁금을 피보험자에게 대출할 수 있으며 이에 소요
되는 비용을 보상합니다. 이 경우 대출금의 이자는 공탁금에 붙여지는
것과 같은 이율로 정하며, 피보험자는 공탁금(이자를 포함)의 회수청구
권을 보험회사에 양도하여야 합니다.
<부표> 보험금을 지급할 때의 적립이율
주) 보험계약대출이율은 보험개발원이 공시하는 보험계약대출이율을 적용합니다.
기간
지급이자
지급기일의 다음 날부터
30일 이내 기간
보험계약대출이율
지급기일의 31일 이후부터
60일 이내 기간
보험계약대출이율+가산이율(4.0%)
지급기일의 61일 이후부터
90일 이내 기간
보험계약대출이율+가산이율(6.0%)
지급기일의 91일 이후 기간
보험계약대출이율+가산이율(8.0%)
공탁은
금전이나 유가증권 등을
공탁소에 맡기는 행위를
말하고, 공탁금은 이에
사용된 돈을 말합니다."
삼성화재,개인용자동차보험약관,보통약관,보통약관>제3편(보험금 또는 손해배상의 청구)>제4장(그 밖의 사항)>제56조(보험회사의 개인정보이용 및 보험계약 정보의 제공),..  86
삼성화재,개인용자동차보험약관,보통약관,보통약관>제4편(일반사항)>제1장(보험계약의 성립)>제38조(보험계약의 성립),"① 이 보험계약은 보험계약자가 청약을 하고 보험회사가 승낙을 하면
성립합니다.
② 보험계약자가 청약을 할 때 ‘제1회 보험료(보험료를 분납하기로 약
정한 경우)’ 또는 ‘보험료 전액(보험료를 일시에 지급하기로 약정한
경우’)(이하 ‘제1회 보험료 등’이라 함)을 지급하였을 때, 보험회사가
이를 받은 날부터 15일 이내에 승낙 또는 거절의 통지를 발송하지 않
으면 승낙한 것으로 봅니다.
③ 보험회사가 청약을 승낙했을 때에는 지체 없이 보험증권을 보험계
약자에게 드립니다. 그러나 보험계약자가 제1회 보험료 등을 지급하
지 않은 경우에는 그러하지 않습니다.
④ 보험계약이 성립되면 보험회사는 제42조(보험기간)의 규정에 따라
보험기간의 첫 날부터 보상책임을 집니다. 다만, 보험계약자로부터
제1회 보험료 등을 받은 경우에는, 그 이후 승낙 전에 발생한 사고에
대해서도 청약을 거절할 사유가 없는 한 보상합니다."
삼성화재,개인용자동차보험약관,보통약관,보통약관>제4편(일반사항)>제1장(보험계약의 성립)>제39조(약관 교부 및 설명의무 등),"① 보험회사는 보험계약자가 청약을 한 경우 보험계약자에게 약관 및
보험계약자 보관용 청약서(청약서 부본)를 드리고 약관의 중요한 내
용을 설명하여 드립니다.
② 통신판매 보험계약
(*1)에서 보험회사는 보험계약자의 동의를 얻어 다
음 중 어느 하나의 방법으로 약관을 교부하고 중요한 내용을 설명하
여 드립니다.
1. 사이버몰(컴퓨터를 이용하여 보험거래를 할 수 있도록 설정된
가상의 영업장)을 이용하여 모집하는 경우: 사이버몰에서 약관
및 그 설명문(약관의 중요한 내용을 알 수 있도록 설명한 문서)
을 읽거나 내려 받게 하는 방법. 이 경우 보험계약자가 이를 읽거
나 내려 받은 것을 확인한 때에는 약관을 드리고 중요한 내용을
설명한 것으로 봅니다.
2. 전화를 이용하여 모집하는 경우: 전화를 이용하여 청약내용, 보
험료납입, 보험기간, 계약 전 알릴의무, 약관의 중요한 내용 등
계약 체결을 위하여 필요한 사항을 질문하거나 설명하는 방법.
이 경우 보험계약자의 답변과 확인내용을 음성 녹음함으로써
약관의 중요한 내용을 설명한 것으로 봅니다.
③ 보험회사는 다음 각 호의 방법 중 계약자가 원하는 방법을 확인하여
지체 없이 약관 및 계약자 보관용 청약서를 제공하여 드립니다. 만
약, 회사가 전자우편 및 전자적 의사표시로 제공한 경우 계약자 또는
그 대리인이 약관 및 계약자 보관용 청약서 등을 수신하였을 때에는
해당 문서를 드린 것으로 봅니다.
1. 서면교부
2. 우편 또는 전자우편
3. 휴대전화 문자메세지 또는 이에 준하는 전자적 의사표시.
④ 다음 중 어느 하나에 해당하는 경우 보험계약자는 계약체결일부
터 3개월 이내에 계약을 취소할 수 있습니다. 다만, 의무보험은 제
외합니다.
1. 보험계약자가 청약을 했을 때 보험회사가 보험계약자에게 약관
및 보험계약자 보관용 청약서(청약서 부본)를 드리지 않은 경우
2. 보험계약자가 청약을 했을 때 보험회사가 청약 시 보험계약자에
(*1) ‘통신판매 보험계
약’이라 함은 보험회
사가 전화」 우편·컴
퓨터통신 등 통신수
단을 이용하여 모집
하는 보험계약을 말
합니다.
* 비고
게 약관의 중요한 내용을 설명하지 않은 경우
3. 보험계약자가 보험계약을 체결할 때 청약서에 자필서명
(*2)을 하
지 않은 경우
⑤ 제4항에 따라 계약이 취소된 경우 보험회사는 이미 받은 보험료를
보험계약자에게 돌려 드리며, 보험료를 받은 기간에 대하여 보험개
발원이 공시한 보험계약대출이율에 따라 연 단위 복리로 계산한 금
액을 더하여 지급합니다."
삼성화재,개인용자동차보험약관,보통약관,보통약관>제4편(일반사항)>제1장(보험계약의 성립)>제40조(설명서 교부 및 보험안내자료 등의 효력),"① 회사는 일반금융소비자에게 청약을 권유하거나 일반금융소비자가
설명을 요청하는 경우 보험상품에 관한 중요한 사항을 계약자가 이
해할 수 있도록 설명하고 계약자가 이해하였음을 서명, 기명날인, 녹
취 등을 통해 확인 받아야 하며, 설명서를 제공하여야 합니다.
② 설명서, 약관, 청약서 부본 및 증권의 제공 사실에 관하여 계약자와
회사간에 다툼이 있는 경우에는 회사가 이를 증명하여야 합니다.
③ 보험회사가 보험모집과정에서 제작·사용한 보험안내자료(서류·사
진·도화등 모든 안내자료를 포함)의 내용이 보험약관의 내용과 다
른 경우에는 보험계약자에게 유리한 내용으로 보험계약이 성립된
것으로 봅니다."
삼성화재,개인용자동차보험약관,보통약관,보통약관>제4편(일반사항)>제1장(보험계약의 성립)>제41조(청약 철회),"① 일반금융소비자
(*1)는 보험증권을 받은 날부터 15일과 청약을 한 날
부터 30일 중 먼저 도래하는 기간 내에 보험계약의 청약을 철회할
수 있습니다.
② 제1항에서 보험회사가 보험계약자에게 보험증권을 드린 것에 관해
다툼이 있으면 보험회사가 이를 증명합니다.
③ 제1항에도 불구하고 다음 중 어느 하나에 해당하는 경우에는 보험계
약의 청약을 철회할 수 없습니다.
1. 전문금융소비자
(*2)가 보험계약의 청약을 한 경우
2. 「자동차손해배상 보장법」에 따른 의무보험(다만, 일반금융소비
자가 동종의 다른 의무보험에 가입한 경우는 제외)
3. 보험기간이 90일 이내인 보험계약
④ 청약철회는 계약자가 전화로 신청하거나, 철회의사를 표시하기 위
한 서면, 전자우편, 휴대전화 문자메시지 또는 이에 준하는 전자적
의사표시(이하 ‘서면 등’ 이라 합니다)를 발송한 때 효력이 발생합니
다. 계약자는 서면 등을 발송한 때에 그 발송 사실을 회사에 지체없
이 알려야 합니다.
⑤ 보험회사는 보험계약자의 청약 철회를 접수한 날부터 3영업일 이내
에 받은 보험료를 보험계약자에게 돌려드립니다.
⑥ 청약을 철회할 당시에 이미 보험사고가 발생하였으나 보험계약자가
보험사고가 발생한 사실을 알지 못한 경우에는 청약 철회의 효력은
발생하지않습니다.
⑦ 보험회사가 제5항의 보험료 반환기일을 지키지 못하는 경우, 반환
기일의 다음날부터 반환하는 날까지의 기간은 보험개발원이 공시한
보험계약대출이율에 따라 연 단위 복리로 계산한 금액을 더하여 돌
려 드립니다. 다만, 계약자가 제1회 보험료를 신용카드로 납입한 계
약의 청약을 철회하는 경우에 회사는 청약의 철회를 접수한 날부터
3영업일 이내에 해당 신용카드회사로 하여금 대금청구를 하지 않도
록 해야 하며. 이 경우 회사는 보험료를 반환한 것으로 봅니다.
(*2) 자필서명에는 날인
(도장을 찍음) 또는
「전자서명법」 제2
조제2호의 규정에
의한 방식을 포함
합니다.
(*1) ‘일반금융소비자’라
함은 전문금융소비
자가 아닌 계약자를
말합니다.
(*2) ‘전문금융소비자’라
함은 보험계약에 관
한 전문성, 자산규
모 등에 비추어 보
험계약에 따른 위험
감수능력이 있는 자
로서, 국가, 지방자
치단체, 한국은행,
금융회사, 주권상장
법인 등을 포함하
며 「금융소비자 보
호에 관한 법률」제
2조(정의) 제9호에
서 정하는 전문금융
소비자를 말합니다.
개인용애니카자동차보험  79
* 비고
용어의 정의                보상하는 내용          보험금, 손해배상 청구                일반사항"
삼성화재,개인용자동차보험약관,보통약관,보통약관>제4편(일반사항)>제1장(보험계약의 성립)>제42조(보험기간),"보험회사가 피보험자에 대해 보상책임을 지는 보험기간은 다음과 같
습니다."
삼성화재,개인용자동차보험약관,보통약관,보통약관>제4편(일반사항)>제1장(보험계약의 성립)>제43조(사고발생지역),"보험회사는 대한민국(북한지역을 포함) 안에서 생긴 사고에 대하여 보
험계약자가 가입한 보장종목에 따라 보상해 드립니다."
삼성화재,개인용자동차보험약관,보통약관,보통약관>제4편(일반사항)>제2장(보험계약자 등의 의무)>제44조(계약 전 알릴 의무),"① 보험계약자는 청약을 할 때 다음의 사항에 관해서 알고 있는 사실
을 보험회사에 알려야 하며, 제3호의 경우에는 기명피보험자의 동
의가 필요합니다.
1. 피보험자동차의 검사에 관한 사항
2. 피보험자동차의 용도, 차종, 등록번호(이에 준하는 번호도 포
함하며 이하 같음), 차명, 연식, 적재정량, 구조 등 피보험자동차
에 관한 사항
3. 기명피보험자의 성명, 연령 등에 관한 사항
4. 그 밖에 보험청약서에 기재된 사항 중에서 보험료의 계산에 영
향을 미치는 사항
② 보험회사는 이 보험계약을 맺은 후 보험계약자가 계약 전 알릴의무
를 위반한 사실이 확인되었을 때에는 추가보험료를 더 내도록 청구
하거나, 제53조(보험회사의 보험계약 해지) 제1항 제1호, 제4호에 따
라 해지할 수 있습니다.
구 분
보험기간
1. 원칙
① 보험증권에 기재된 보험기간의 첫날 24시부터 마
지막 날 24시까지. 다만, 의무보험(책임공제를 포
함)의 경우 전(前) 계약의 보험기간과 중복되는 경
우에는 전 계약의 보험기간이 끝나는 시점부터 시
작합니다.
②「자동차손해배상 보장법」제5조의2 제3항에 따
라 보험기간을 유예할 경우 보험회사가 유예를
승인한 날부터 운행개시일의 전일까지의 기간
을 보험기간에서 제외하고, 해당 기간만큼 보험
기간의 마지막 날을 연장합니다.
2. 예외 :
자동차보험에 처음
가입하는 자동차
(*1)
및 의무보험
보험료를 받은 때부터 마지막 날 24시까지. 다
만, 보험증권에 기재된 보험기간 이전에 보험료
를 받았을 경우에는 그 보험기간의 첫날 0시부
터 시작합니다.
(예시) 보험기간 (2016.7.1일부터 2017.7.1일까지)
(*1) ‘자동차보험에 처음
가입하는 자동차’라
함은 자동차판매업
자 또는 그 밖의 양
도인 등으로부터 매
수인 또는 양수인에
게 인도된 날부터 10
일 이내에 처음으로
그 매수인 또는 양수
인을 기명피보험자
로 하는 자동차보험
에 가입하는 신차 또
는 중고차를 말합니
다. 다만, 피보험자
동차의 양도인이 맺
은 보험계약을 양수
인이승계한 후 그 보
험기간이 종료되어
이 보험계약을 맺은
경우를 제외합니다.
* 비고"
삼성화재,개인용자동차보험약관,보통약관,보통약관>제4편(일반사항)>제2장(보험계약자 등의 의무)>제45조(계약 후 알릴 의무),"① 보험계약자는 보험계약을 맺은 후 다음의 사실이 생긴 것을 알았을
때에는 지체 없이 보험회사에 그 사실을 알리고 승인을 받아야 합니
다. 이 경우 그 사실에 따라 보험료가 변경되는 경우 보험회사는 보
험료를 더 받거나 돌려주고 계약을 승인하거나, 제53조(보험회사
의 보험계약 해지) 제1항 제2호, 제4호에 따라 해지할 수 있습니다.
1. 용도, 차종, 등록번호, 적재정량, 구조 등 피보험자동차에 관한
사항이 변경된 사실
2. 피보험자동차에 화약류, 고압가스, 폭발물, 인화물 등 위험물을
싣게 된 사실
3. 그 밖에 위험이 뚜렷이 증가하는 사실이나 적용할 보험료에 차
이가 발생한 사실
② 보험계약자는 보험증권에 기재된 주소 또는 연락처가 변경된 때에
는 지체 없이 보험회사에 알려야 합니다. 보험계약자가 이를 알리지
않으면 보험회사가 알고 있는 최근의 주소로 알리게 되므로 불이익
을 당할 수 있습니다.
③ 보험계약자는「자동차손해배상 보장법」제5조의2 제3항에 따라 보험
기간 유예를 신청하고자 할 경우 또는 신청 이후 유예기간의 원인 사실
이 변경된 경우 지체 없이 보험회사에 그 사실을 알리고 승인을 받아
야 합니다. 보험계약자가 정당한 이유 없이 이를 알리지 않은 경우 보
험기간 유예가 제한될 수 있습니다."
삼성화재,개인용자동차보험약관,보통약관,보통약관>제4편(일반사항)>제2장(보험계약자 등의 의무)>제46조(사고발생 시 의무),"① 보험계약자 또는 피보험자는 사고가 생긴 것을 알았을 때에는 다음
의 사항을 이행하여야 합니다.
1. 지체 없이 손해의 방지와 경감에 힘쓰고, 다른 사람으로부터 손
해배상을 받을 수 있는 권리가 있는 경우에는 그 권리(공동불법
행위에서 연대채무자 상호간의 구상권을 포함하며 이하 같음)의
보전과 행사에 필요한 절차를 밟아야 합니다.
2. 다음 사항을 보험회사에 지체 없이 알려야 합니다.
가. 사고가 발생한 때, 곳, 상황(출·퇴근 시 승용차 함께타기 등)
및 손해의 정도
나. 피해자 및 가해자의 성명, 주소, 전화번호
다. 사고에 대한 증인이 있을 때에는 그의 성명, 주소, 전화번호
라. 손해배상의 청구를 받은 때에는 그 내용
3. 손해배상의 청구를 받은 경우에는 미리 보험회사의 동의 없이
그 전부 또는 일부를 합의하여서는 안 됩니다. 그러나 피해자
의 응급치료, 호송 그 밖의 긴급조치는 보험회사의 동의가 필요
하지 않습니다.
4. 손해배상청구의 소송을 제기하려고 할 때 또는 제기 당한 때에
는 지체 없이 보험회사에 알려야 합니다.
5. 피보험자동차를 도난당하였을 때에는 지체 없이 그 사실을 경
찰관서에 신고하여야 합니다.
6. 보험회사가 사고를 증명하는 서류 등 꼭 필요하다고 인정하는
자료를 요구한 경우에는 지체 없이 이를 제출하여야 하며, 또한
보험회사가 사고에 관해 조사하는 데 협력하여야 합니다.
② 보험회사는 보험계약자 또는 피보험자가 정당한 이유 없이 제1항
에서 정한 사항을 이행하지 않은 경우 그로 인하여 늘어난 손해액
이나 회복할 수 있었을 금액을 보험금에서 공제하거나 지급하지 않
습니다.
‘공동불법행위’란
여러사람이 공동으로 불
법행위를 하여 타인에게
손해를 가하는 행위를 말
합니다.
‘연대채무자’란
공동불법행위를 통해 동
일한손해배상 책임을
지는여러 사람을 의미
합니다.
‘상호간의 구상권’이란
연대채무자 중 한 사람
이 채무를 100%이행한
경우, 대신하여 변제한
다른 연대채무자의 부담
부분에 대하여 상환을 청
구할 수 있는 권리를 말
합니다.
예) A 차 량 ( 과 실 비 율
20%)과 B차량(과실
비율80%)의 과실로
C차량에 100만원의
손해가발생한 경우,
B차량 소유자가 C차
량 소유자에게 100
만원을 지급하고 20
만원을 A차량 소유
자에게 청구할 수 있
습니다.
개인용애니카자동차보험  81
* 비고
용어의 정의                보상하는 내용          보험금, 손해배상 청구                일반사항"
삼성화재,개인용자동차보험약관,보통약관,보통약관>제4편(일반사항)>제3장(보험계약의 변동 및 보험료의 환급)>제47조(보험계약 내용의 변경),"① 보험계약자는 의무보험을 제외하고는 보험회사의 승낙을 얻어 다음
에 정한 사항을 변경할 수 있습니다. 이 경우 승낙을 서면 등으로 알
리거나 보험증권의 뒷면에 기재하여 드립니다.
1. 보험계약자. 다만, 보험계약자가 이 보험계약의 권리·의무를 피
보험자동차의 양수인에게 이전함에 따라 보험계약자가 변경되
는 경우에는 제48조(피보험자동차의 양도)에 따릅니다.
2. 보험가입금액, 특별약관 등 그 밖의 계약의 내용
② 보험회사는 제1항에 따라 계약내용의 변경으로 보험료가 변경된 경
우 보험계약자에게 보험료를 반환하거나 추가보험료를 청구할 수
있습니다.
③ 보험계약 체결 후 보험계약자가 사망한 경우 이 보험계약에 의한 보
험계약자의 권리·의무는 사망시점에서의 법정상속인에게 이전 합
니다."
삼성화재,개인용자동차보험약관,보통약관,보통약관>제4편(일반사항)>제3장(보험계약의 변동 및 보험료의 환급)>제48조(피보험자동차의 양도),"① 보험계약자 또는 기명피보험자가 보험기간 중에 피보험자동차를
양도한 경우에는 이 보험계약으로 인하여 생긴 보험계약자 및 피
보험자의 권리와 의무는 피보험자동차의 양수인에게 승계되지 않
습니다. 그러나 보험계약자가 이 권리와 의무를 양수인에게 이전하
고자 한다는 뜻을 서면 등으로 보험회사에 통지하여 보험회사가 승
인한 경우에는 그 승인한 때부터 양수인에 대하여 이 보험계약을 적
용합니다.
② 보험회사가 제1항에 의한 보험계약자의 통지를 받은 날부터 10일 이
내에 승인 여부를 보험계약자에게 통지하지 않으면, 그 10일이 되는
날의 다음날 0시에 승인한 것으로 봅니다.
③ 제1항에서 규정하는 피보험자동차의 양도에는 소유권을 유보한 매
매계약에 따라 자동차를 ‘산 사람’ 또는 대차계약에 따라 자동차를
‘빌린 사람’이 그 자동차를 피보험자동차로 하고, 자신을 보험계약
자 또는 기명피보험자로 하는 보험계약이 존속하는 동안에 그 자동
차를 ‘판 사람’ 또는 ‘빌려준 사람’에게 반환하는 경우도 포함합니다.
이 경우 ‘판 사람’ 또는 ‘빌려준 사람’은 양수인으로 봅니다.
④ 보험회사가 제1항의 승인을 하는 경우에는 피보험자동차의 양수인
에게 적용되는 보험요율에 따라 보험료의 차이가 나는 경우 피보험
자동차가 양도되기 전의 보험계약자에게 남는 보험료를 돌려드리
거나, 피보험자동차의 양도 후의 보험계약자에게 추가보험료를 청
구합니다.
⑤ 보험회사가 제1항의 승인을 거절한 경우 피보험자동차가 양도된 후
에 발생한 사고에 대하여는 보험금을 지급하지 않습니다.
⑥ 보험계약자 또는 기명피보험자가 보험기간 중에 사망하여 법정상속
인이 피보험자동차를 상속하는 경우 이 보험계약도 승계된 것으로
봅니다. 다만, 보험기간이 종료되거나 자동차의 명의를 변경하는 경
우에는 법정상속인을 보험계약자 또는 기명피보험자로 하는 새로운
보험계약을 맺어야 합니다.
법정상속인이란
피상속인의 사망에 의하
여 민법의 규정에 의한
상속순위에 따라 상속받
는 자를 말하는 것으로,
재산상속의 순위는 다음
과 같습니다.
① 피상속인의 직계비속
및 배우자 ② 피상속인
의 직계존속 및 배우자
③ 피상속인의 형제자매
④ 피상속인의 4촌 이내
의 방계혈족
* 비고"
